Mã bưu cục|Bưu cục|Địa chỉ|lat|long|Quận
100940|Bưu cục khai thác cấp 1 Bưu cục Khai thác Chuyển phát nhanh|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
101000|Bưu cục khai thác cấp 1 KT EMS Hà Nội nội tỉnh|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
100930|Bưu cục DataPost Data Post - HN|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
100956|Bưu cục Ngoại dịch Bưu cục Ngoại dịch NB|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
100960|Bưu cục Tài Chính MOC Ngoại dịch|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
100961|Bưu cục Tài Chính MOC Nội dịch|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
100959|Bưu cục Trung chuyển TC - Hà Nội|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
100958|Bưu cục Trung chuyển Trung chuyển nội tỉnh|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
129055|Bưu cục văn phòng Bưu cục văn phòng TMĐT3|Sô´19, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Quận Nam Từ Liêm|21.03196078|105.7653905|nam từ liêm
130315|Bưu cục văn phòng Trung chuyển nội tỉnh|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
100931|Bưu cục văn phòng Data Post - VP CÔNG TY|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130659|Bưu cục văn phòng VCKVMB-QT7|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130661|Bưu cục văn phòng VCKVMB-QT8|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130662|Bưu cục văn phòng VCKVMB-QT9|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130663|Bưu cục văn phòng VCKVMB-QT10|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130664|Bưu cục văn phòng BĐTT4|Sô´19, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Quận Nam Từ Liêm|21.03196078|105.7653905|nam từ liêm
130668|Bưu cục văn phòng Đối soát TCT|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130678|Bưu cục văn phòng CSKH VIP|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130676|Bưu cục văn phòng VP Trung tâm Logistic|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130673|Bưu cục văn phòng Văn phòng Ban Quản lý Dự án|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
130766|Bưu cục văn phòng Đối soát TCT 2|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
129282|Bưu cục văn phòng Văn phòng TT KTVC Hà Nội|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
129281|Bưu cục văn phòng Đội xe KTVC Hà Nội|Sô´5, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm|21.03031939|105.7798914|nam từ liêm
